from_name,message,created_time,link,likes_count,comments_count,shares_count,title,z_like,z_comments,z_shares,date,time
噪咖,"有誰吃過金箔的嗎?(這也太高級了吧!!!

#噪咖同樂會
#日本遊樂通
#想要住海編
Japaholic
更多精彩好文<U+25B6>http://bit.ly/1XUuxh5",2016-12-31T01:00:01+0000,http://www.ebcbuzz.com/watch/210245,1217,5,47,只要加一片「純金箔圖案」漂浮就變很高級！多種圖案讓你選，尤其富士山實在太可愛了,-0.141982984,-0.214778637,-0.261449746,1231,1
噪咖,"第二點也是讓人心驚驚(抖)

#同樂會好文推
#生活
#隨便亂編

Walt Disney World Disneyland
美麗佳人 Marie Claire Taiwan
更多精彩好文<U+25BA>http://bit.ly/1jgDAbV",2016-12-31T00:00:00+0000,http://www.ebcbuzz.com/watch/22761,2671,15,132,【就算是迪士尼員工，你也不一定知道的秘密!】看完有種毛骨悚然的感覺，童話夢碎 >''<,0.350385538,-0.157634644,-0.10323378,1231,0
噪咖,"沒想過痱子粉竟然還能這樣用<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>

#生活
#噪咖同樂會
#想要住海編
4meee！
更多精彩好文<U+25BA>http://bit.ly/2feZ3nr",2016-12-30T15:00:01+0000,http://www.ebcbuzz.com/watch/210054,512,6,44,即使沒錢也可以變漂亮，超級萬能且便宜的(( 痱子粉))美容法,-0.380717377,-0.209064238,-0.267033839,1230,15
噪咖,"趁假日快點補進度啊！

<U+202A>#娛樂 <U+202C>
#噪咖同樂會<U+202C>
#頭髮分編

Bella.tw儂儂
更多精彩好文<U+25BA>http://bit.ly/1QfWGMk",2016-12-30T14:00:00+0000,http://www.ebcbuzz.com/watch/210098,793,5,11,2016妳搜尋哪些電影？台灣10大熱門搜尋電影,-0.28556225,-0.214778637,-0.328458861,1230,14
噪咖,"超常客滿的啦（有人也吃過嗎）

#生活 <U+202A><U+202C>
#噪咖同樂會<U+202C>
#頭髮分編

eztravel 易遊網
更多精彩好文<U+25B6>http://on.fb.me/1PYldHq",2016-12-30T13:45:00+0000,http://www.ebcbuzz.com/watch/29898,329,7,9,去台北東區都會吃這間「蔬菜羊肉爐」？除了湯頭好喝，連滷羊腱也是必點之一,-0.442686731,-0.203349838,-0.332181589,1230,13
噪咖,"下次不要在逛大創啦~可以改來這裡挖寶!!

#噪咖同樂會
#生活
#想要住海編
Japaholic
更多精彩好文<U+25B6>http://bit.ly/1XUuxh5",2016-12-30T13:00:01+0000,http://www.ebcbuzz.com/watch/210243,768,2,28,用這個就能零失敗的煮出完美半熟蛋？！日本百元商店必買的10種可愛實用小物推薦,-0.294028009,-0.231921835,-0.296815668,1230,13
噪咖,"小編超想吃一口的啊！！！（尖叫）

#FUN圖生活
#在權志龍身編",2016-12-30T12:45:00+0000,http://www.ebcbuzz.com/watch/210108,4765,198,250,抹茶控錯過不後悔才怪！韓國必買「抹茶巧克力派」，尤其中間的棉花糖餡根本超犯規！,1.059477481,0.88810043,0.116407209,1230,12
噪咖,"身邊有喜歡球鞋/帆布鞋配絲襪的朋友嗎？

#生活
<U+202A>#特約專欄<U+202C>
<U+202A><U+202A>#頭髮分編<U+202C><U+202C>",2016-12-30T12:00:00+0000,http://www.ebcbuzz.com/watch/210065,971,10,20,球鞋配絲襪超NG？女生容易遇到的4種穿鞋困擾，原來男生最受不了第一種！,-0.225286049,-0.18620664,-0.311706582,1230,12
噪咖,"快找姊妹一起試看看！加焦糖更像~~~

#立方體造型甜點
#噪咖選選書
#頭髮分編",2016-12-30T10:45:00+0000,http://www.ebcbuzz.com/watch/210142,639,1,58,吃過後沒人說不愛！教你在家用卡士達醬做「布丁麵包」，最後一定要加焦糖一起吃,-0.337711324,-0.237636234,-0.240974738,1230,10
噪咖,"立刻cue男友來回答這10題情侶必答Q&A!!!!
答錯的自行懲處~

#影音好文推
#娛樂
#隨便亂編",2016-12-30T09:45:00+0000,http://www.ebcbuzz.com/watch/14358,297,1,11,10句女人不知道的男友內心話！「別瘦了！妳現在剛剛好」嘴上這樣說，其實內心想的是...,-0.453522902,-0.237636234,-0.328458861,1230,9
噪咖,"艾莎到底是多想贏啊，太辣了吧！！！

#FUN圖生活
#好文推
#在權志龍身編",2016-12-30T09:00:00+0000,http://www.ebcbuzz.com/watch/27188,1308,3,27,就是不能輸！迪士尼公主走紅毯，艾莎簍空晚禮服贏得全場焦點！,-0.111167623,-0.226207436,-0.298677032,1230,9
噪咖,"喜歡樂高的朋友們要準備明年4月衝嚕！

<U+202A>#生活<U+202C><U+202C>
<U+202A>#噪咖同樂會<U+202C><U+202C>
<U+202A>#頭髮分編<U+202C><U+202C>
MasterHands 高手娛樂 多媒體線上雜誌
更多精彩好文<U+25BA>http://bit.ly/1WCkyJo",2016-12-30T08:45:00+0000,http://www.ebcbuzz.com/watch/29973,3025,114,197,【日本名古屋明年即將有樂高樂園 ! 】超令人期待的 ~開始準備訂名古屋機票吧~ !,0.47026068,0.408090888,0.0177549,1230,8
噪咖,"大家猜他們是因為什麼事吵架XDD

BIGBANG ≡BigBang.TW≡

<U+202A>#娛樂<U+202C><U+202C>
<U+202A>#噪咖同樂會<U+202C><U+202C>
<U+202A>#頭髮分編<U+202C><U+202C>
MasterHands 高手娛樂 多媒體線上雜誌
更多精彩好文<U+25BA>http://bit.ly/1WCkyJo",2016-12-30T08:00:00+0000,http://www.ebcbuzz.com/watch/29972,1189,4,30,【認識這麼久 GD和太陽只吵過一次架】誰說感情越吵越好，你看看人家~,-0.151464634,-0.220493036,-0.293092939,1230,8
噪咖,"有人過曼谷自助旅行嗎？←快給經驗讓小編參考呀

#生活
#噪咖同樂會
#頭髮分編

KKday
更多精彩好文<U+25B6>http://bit.ly/2fvHE9m",2016-12-30T07:45:00+0000,http://www.ebcbuzz.com/watch/210233,166,3,25,《曼谷8大夜市指南》這裡的火車市集一定要去過！不但超好買，還有特色酒吧可以喝,-0.497883477,-0.226207436,-0.302399761,1230,7
噪咖,"小編比較好奇這是…海帶派對嗎XD

#FUN圖生活
#在權志龍身編",2016-12-30T07:00:00+0000,http://www.ebcbuzz.com/watch/210107,2901,24,91,貼上海苔後秒變蠟筆小新三兄弟！韓國超可愛萌娃，確定媽媽不是在整人！？,0.428270518,-0.10620505,-0.179549716,1230,7
噪咖,"快把長短髮選不定的朋友TAG出來啊！

#生活
#噪咖同樂會
<U+202A>#頭髮分編<U+202C><U+202C>

O SHa'Re 時尚分享網
更多精彩好文<U+25B6>http://bit.ly/2b12Qzi",2016-12-30T06:00:00+0000,http://www.ebcbuzz.com/watch/210103,1303,17,88,到底想要剪短還是留長呢？看完這些女神們長短髮的超級心動時刻，你就會有答案了！,-0.112860774,-0.146205845,-0.185133809,1230,6
噪咖,"快tag身邊的單身朋友~

#噪咖同樂會
#生活
#想要住海編 
Japaholic
更多精彩好文<U+25B6>http://bit.ly/1XUuxh5",2016-12-30T05:00:00+0000,http://www.ebcbuzz.com/watch/210241,728,22,68,單戀的人來這都會做這個動作？可愛又很靈驗的「鴿子籤」就在日本這間寺廟！,-0.307573223,-0.117633849,-0.222361095,1230,5
噪咖,"年末聚餐應該都有小酌一下吧?容易臉紅的人「愛珠以」~

#影音好文推
#生活
#隨便亂編",2016-12-30T04:45:00+0000,http://www.ebcbuzz.com/watch/27388,329,7,33,亞洲人只要喝酒就容易臉紅紅？但這不是喝醉，而是來自身體的可怕警告！,-0.442686731,-0.203349838,-0.287508846,1230,4
噪咖,"看起來也太好吃了吧!大家可以回家試做看看~

#生活
#噪咖同樂會
#想要住海編
4meee！
更多精彩好文<U+25BA>http://bit.ly/2feZ3nr",2016-12-30T04:00:00+0000,http://www.ebcbuzz.com/watch/210053,340,0,19,柔軟酥脆新口感，來日本吃過話題正熱的貝果法式吐司了嗎？,-0.438961797,-0.243350634,-0.313567946,1230,4
噪咖,"光看泡麵拔絲，我的口水就流不停阿阿阿（立馬儲到我的最愛）

#影音好文推
#生活
#隨便亂編",2016-12-30T02:45:00+0000,http://www.ebcbuzz.com/watch/22959,463,6,30,當他把麵條加起司放進烤箱後，就知道這11種吃法從此會改變泡麵歷史！,-0.397310264,-0.209064238,-0.293092939,1230,2
噪咖,"可以帥又可以很居家，看完只有更愛大蘇啊<U+2764><U+2764><U+2764>

蘇志燮(so ji sub )

#同樂會好文推
#娛樂
#隨便亂編

美麗佳人 Marie Claire Taiwan
更多精彩好文<U+25BA>http://bit.ly/1jgDAbV",2016-12-30T02:00:00+0000,http://www.ebcbuzz.com/watch/23678,8225,276,335,倒貼他，都賺到 讓妳想嫁給真男人蘇志燮的5大理由,2.231138476,1.333823576,0.274623175,1230,2
