from_name,message,created_time,link,likes_count,comments_count,shares_count,title,z_like,z_comments,z_shares,date,time
PTT01 娛樂新聞,教會孩子「自保」真的很重要~,2016-12-26T14:41:00+0000,http://cool.ptt01.cc/post_12876,992,0,80,"
                        帥氣兒子在法國學校被欺負，亞歷媽這樣的「處理方式」，讓兒子順利跟對方成為好朋友...
                    ",-0.309278977,-0.336454037,-0.174681588,1226,14
PTT01 娛樂新聞,只要使用時機不對，再尋常的東西也會變致命凶器,2016-12-26T14:01:00+0000,http://cool.ptt01.cc/post_12954,417,9,210,"
                        少年戴耳機練車，結果落地不慎慘遭細銅線「鎖喉」…冷靜爸從他脖子拉出耳機線！
                    ",-0.576578315,-0.145071114,0.143287498,1226,14
PTT01 娛樂新聞,「醫生，人家也生病了，幫治療嗎？」,2016-12-26T13:01:00+0000,http://cool.ptt01.cc/post_12905,405,2,18,"
                        他不只擁有猛男體格，還是個愛護動物的天菜獸醫…超想當他口袋裡的那隻小狗狗啦！
                    ",-0.582156736,-0.293924499,-0.326328383,1226,13
PTT01 娛樂新聞,何時想要改變自己的人生都不嫌晚！,2016-12-26T12:21:00+0000,http://cool.ptt01.cc/post_12955,1626,2,220,"
                        17歲就沉淪毒海的她成了「怪物」，直到四年前阿公的一句話讓她走出地獄生活
                    ",-0.014552403,-0.293924499,0.167746659,1226,12
PTT01 娛樂新聞,如此替人著想的孩子，實在不多<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,2016-12-26T11:01:00+0000,http://cool.ptt01.cc/post_12958,2232,19,260,"
                        女大生將年邁的阿嬤接來一起住：「該換我好好照顧她了」感動上千萬的網友…
                    ",0.267157857,0.067576579,0.265583301,1226,11
PTT01 娛樂新聞,發生這種事，難怪女兒會這麼難過...,2016-12-26T10:01:00+0000,http://cool.ptt01.cc/post_12927,1392,1,18,"
                        八點檔花旦方馨幸福「再婚」，貼心女兒卻因為「這件事」而受傷心碎...
                    ",-0.123331611,-0.315189268,-0.326328383,1226,10
PTT01 娛樂新聞,這樣生孩子真的會很戰戰兢兢啊...,2016-12-26T08:01:00+0000,http://cool.ptt01.cc/post_12932,2002,7,26,"
                        Janet結婚兩年，坦言「累了」遠距離婚姻生活...憂心夫家隱疾，基因遺傳後代！
                    ",0.160238121,-0.187600652,-0.306761055,1226,8
PTT01 娛樂新聞,只要小孩吃得飽，媽媽挨餓也沒關係…ＱＱ,2016-12-26T05:01:00+0000,http://cool.ptt01.cc/post_12956,1850,12,152,"
                        好心人餵脹奶狗媽烤雞腿，但她不吃反而是叼著轉身就走…最後的畫面令人淚目
                    ",0.089578122,-0.081276806,0.001424367,1226,5
PTT01 娛樂新聞,真的變帥了耶，還跟這個「男神」撞臉！,2016-12-26T03:01:00+0000,http://cool.ptt01.cc/post_12942,591,0,18,"
                        憲哥小兒子到美國讀書後變瘦又變帥，竟被發現跟這個「男神」撞臉啦！
                    ",-0.495691211,-0.336454037,-0.326328383,1226,3
PTT01 娛樂新聞,#5的飼主太有才華了<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,2016-12-26T02:01:00+0000,http://cool.ptt01.cc/post_12962,347,8,78,"
                        為了保護家中的聖誕樹不被摧毀，國外的飼主們主拼了...
                    ",-0.609119104,-0.166335883,-0.17957342,1226,2
PTT01 娛樂新聞,唉，好可憐的北韓小朋友~,2016-12-26T01:01:00+0000,http://cool.ptt01.cc/post_12864,362,4,20,"
                        北韓小學生超命苦！應該開心的「校外教學」居然是去「這地方」...讓人傻眼！
                    ",-0.602146078,-0.25139496,-0.321436551,1226,1
PTT01 娛樂新聞,看到上面的字沒人捨得趕牠走<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>,2016-12-26T00:01:00+0000,http://cool.ptt01.cc/post_12965,3274,60,792,"
                        大黃狗待在醫院門口不肯離去，看到牠「脖子上的掛牌」讓人淚崩...
                    ",0.751550744,0.939432119,1.56681064,1226,0
PTT01 娛樂新聞,願意這樣做的男人不多了，新娘果然沒有嫁錯人！,2016-12-25T22:01:00+0000,http://cool.ptt01.cc/post_12914,1089,7,100,"
                        這場婚禮最大的亮點是新郎和新娘角色互換，背後的原因讓人忍不住眼角濕潤起來！
                    ",-0.264186741,-0.187600652,-0.125763267,1225,22
PTT01 娛樂新聞,第一次見面隋棠就給老公打了高分！,2016-12-25T14:21:00+0000,http://cool.ptt01.cc/post_12930,6720,18,86,"
                        去年閃婚震驚大家！隋棠自曝原以為老公對自己沒興趣，直到發生「這件事」...
                    ",2.3534873,0.04631181,-0.160006092,1225,14
PTT01 娛樂新聞,老奶奶的遺志得到了傳承！,2016-12-25T13:21:00+0000,http://cool.ptt01.cc/post_12871,1475,7,100,"
                        儘管開價百萬美金，老太太仍拒絕賣掉房子，沒想到建商在她過世後做的事會比天外奇蹟的故事更感動！
                    ",-0.084747533,-0.187600652,-0.125763267,1225,13
PTT01 娛樂新聞,雖然只短暫停留41天，不過卻也成全了兩個家庭<U+2764>,2016-12-25T12:41:00+0000,http://cool.ptt01.cc/post_12939,2158,13,136,"
                        男嬰雖然只活了短短的41天，不過卻是父母的驕傲…因為他的短暫停留救了兩個家庭！
                    ",0.232757594,-0.060012037,-0.037710289,1225,12
PTT01 娛樂新聞,說得太好了！,2016-12-25T11:01:00+0000,http://cool.ptt01.cc/post_12889,1462,2,38,"
                        帶著女兒旅居法國，與老公分隔兩地不孤單？艾莉絲霸氣表示「女人的生活重心不應該是男人！」
                    ",-0.090790822,-0.293924499,-0.277410062,1225,11
PTT01 娛樂新聞,看了讓人好難過QAQ,2016-12-25T10:01:00+0000,http://cool.ptt01.cc/post_12848,699,7,46,"
                        好心疼！這隻小球蟒嘴巴被縫了好幾條線，背後原因讓人氣憤不已！
                    ",-0.445485423,-0.187600652,-0.257842734,1225,10
PTT01 娛樂新聞,警察的動作，看起來挺嫻熟的啊<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,2016-12-25T06:01:00+0000,http://cool.ptt01.cc/post_12943,1041,7,22,"
                        美警壯漢上前攔截超速學生，結果員警接下來的暖心舉動讓人大讚這才是正港的人民保母
                    ",-0.286500425,-0.187600652,-0.316544719,1225,6
PTT01 娛樂新聞,每個女同學都照顧到，太有心了啦！,2016-12-25T03:01:00+0000,http://cool.ptt01.cc/post_12949,676,5,8,"
                        連3年送全班女生聖誕禮物和手寫卡片，暖心班長霸氣回應「我是男生，有義務照顧她們」~
                    ",-0.456177396,-0.230130191,-0.350787544,1225,3
PTT01 娛樂新聞,是誰放了洋蔥ＱＱ,2016-12-25T00:01:00+0000,http://cool.ptt01.cc/post_12950,295,1,16,"
                        為了籌癌末妻子的標靶藥費，他不惜放低身段在網路上求助…結果最後的結局仍讓人傷感
                    ",-0.633292262,-0.315189268,-0.331220215,1225,0
PTT01 娛樂新聞,還是女主人厲害，一招就讓「高拐」的柴柴乖乖回家！,2016-12-24T23:01:00+0000,http://cool.ptt01.cc/post_12908,1869,11,198,"
                        貪玩的柴柴裝作沒聽到主人叫牠回家，結果主人聰明的大喊「兩個字」…瞬間就讓牠嚇到奔回家！
                    ",0.098410622,-0.102541575,0.113936506,1224,23
PTT01 娛樂新聞,果然是晨神！,2016-12-24T18:30:00+0000,http://cool.ptt01.cc/post_12131,637,0,7,"
                        林依晨剪短髮不只為了做公益，另一個「勵志原因」讓網友對她更欽佩了...
                    ",-0.474307264,-0.336454037,-0.35323346,1224,18
PTT01 娛樂新聞,有沒有小孩，都是命中註定！,2016-12-24T15:01:00+0000,http://cool.ptt01.cc/post_12558,793,4,22,"
                        她曾是台灣當紅女團成員，婚後狂打排卵針求子，卻因為「這件事」決定放棄生育...
                    ",-0.401787792,-0.25139496,-0.316544719,1224,15
PTT01 娛樂新聞,活該！希望這能達到殺雞儆猴的效果,2016-12-24T14:21:00+0000,http://cool.ptt01.cc/post_12936,727,7,12,"
                        前陣子在鏡頭前大膽吹噓自己幫村裡少女破處的他，消息傳遍全球後簡直完了…
                    ",-0.432469107,-0.187600652,-0.34100388,1224,14
PTT01 娛樂新聞,覺得#9的工作最慘,2016-12-24T13:41:01+0000,http://cool.ptt01.cc/post_12928,6277,48,3726,"
                        不喜歡你的工作嗎？看看這19個「在地獄中工作的人們」你會更懂得惜福
                    ",2.147550592,0.684254888,8.743128332,1224,13
